id;text;polarity
sA48;No worries Stephen!;positive
sD78;She should also use parameterized queries and not have to worry about quotes at all!;neutral
tD204;"he hates p tags, clearly ;)";neutral
tB332;is a popular choice. It's a full multimedia framework much like DirectShow or QuickTime, has the advantage of having legally licensed codecs available, and has excellent Python bindings.;positive
tB411;I'm convinced that this is a combination of Windows and Vcl issues. If I understand correctly, Vcl is using outdated Windows API calls for printers, which leads to these issues. The problem is in Windows its self, but the only reason Vcl suffers this problem is because it's using outdated Windows API calls. If the Vcl were upgraded to use the newer methods, this problem presumably wouldn't happen. At least this is my hunch.;neutral
sD471;I have a file in the form If I try to splot such file, gnuplot intended it as a surface, and the result is very awful (because the endpoint of a line is close to the endpoint of next line, not to the first point). How can I plot them as different lines (as every line was in a different file)?;negative
sA475;Finally found something, here: No reference to it from the Oracle pages, but found a direct link to a page on some forum post. Really sad how hard it was to find.;negative
tD125;You will need to use some LDAP queries Here is some code I have used in a previous script (it was taken off the net somewhere, and I've left in the copyright notices);neutral
tA85;"An excellent resource I've found for CI recently is by Martin Fowler, author of the famous ""Enterprise Application Architecture"" book. URL:";positive
sA329;Excellent answer!;positive
tA286;You could use FindWindow to get the HWND of the window, then use the BringWindowToTop function found in the Win32 API.;neutral
sB314;Has Delphi analog of enum in C?;neutral
sC360;You can just store it in a variable if it's scoped to each element:;neutral
tD303;I was afraid of that. Poorly formatted code really bothers me. I guess I'll learn to live with it.;negative
sD49;The search term on both Stackoverflow and PInvoke.net yields zero results, so this should be worth asking. I've been fiddling around on MSDN and looking through Win SDK *.h files all day, and feeling a bit out of my element. I'm basically attempting to query the MSRPC endpoint mapper with managed code. Here is what I have so far: The above code isn't complete, but it illustrates my point. The code consistently returns: RpcMgmtEpEltIngNext: 87 87 meaning Parameter is Incorrect according to . So I'm basically stumped at this point, and I'm sure it's because of my extremely crappy PInvoke code.;negative
tB341;Start with Master Pages on day #1 - its a pain coming back to retrofit.;negative
tB274;There is a book called which details pen and paper drawing and what you can gain from it. I think it has a lot of benefits, particularly that you can, very early on (and easily), modify what the end result will be without much effort, and then start off on the right foot.;positive
pA13;"Paraphrasing Cypher, ""StateOf.Confusion is bliss"", so... Do all `MapCollection Items` have the same state? If so then have a single `ItemStatus` that every `Item` references. [`Application.Properties`](http://msdn.microsoft.com/en-us/library/system.windows.application.properties%28v=vs.110%29.aspx) may be a way to globally communicate visualness.";neutral
tC64;I too am using ideas from Rob's pattern and for now am updating like Pure.Krome. But i think concurrency is too vital to ignore and should be a habit of any enterprise application developer. I'm ignoring it for now, but it will go in my later iterations. I would really love to see how your approach turns out David.;neutral
sC198;Links are fixed.;neutral
tC68;We have a 3-tier web application written in ASP.Net Webforms where we will not be able to port it - recession really sucks! - to MVC. Our goal is to implement a plugin architecture. One way would be to use the App_Code folder. Are there any better alternatives?;negative
sD483;try deleaker or similar debugger (vld, purify)- must help...;neutral
sD355;Also, is there any tutorials you would suggest for me to downgrade the .NET Framework for an already built project? That would be really great :);positive
tD244;From my own experience, Microsoft SQL Compact Framework is a REAL NO-GO. It is REALLY FREAKING slow and its Query Analyzer is just really poor. I had to ask my team to rewrite all the plumbing code of my Windows Mobile component to get rid of the awful performances of SQL CE.;negative
tD31;@grieve: Networking is native, meaning that when buffers are used the receive/send data on the network, they are pinned in memory. see my comments below for elaboration.;neutral
tD170;I need some drawings in my tableview. How can i do this. Any help will be greatly appreciated!!;positive
sA454;If you're really worried about this, Java is not the language for you;neutral
tA481;You can try the BringWindowToTop function to not steal focus. I haven't used it, but it seems to be what you're looking for.;neutral
sA71;By the way, I agree with Henrik P. Hessel. This is a very horrible piece of code.;negative
tC205;Use `locale` and it's string collation methods to sort naturally according to current locale.;neutral
sA228;have edited my answer to include the bitdepth;neutral
sD18;I really really hate to ask this, but did you try rebooting?;negative
sB349;that what i was afraid of ! cause my knowledge about ajax is zero :(;negative
sD27;@David Wallace: Yes, and it's even more sad when some guys -1 the correct answer!;negative
tB189;Great question bud!;positive
sC356;It's technically possible to achieve this in T-SQL with nested loops and embedded queries. All hugely ugly in T-SQL. Far easier to do it in a language that's more general purpose.;negative
sD34;I want to get the autoincrement id of an insert. is there a way to do it?;neutral
sD537;Very sad, no way...(;negative
tA380;That's exactly the point - HTMLEncode does not protect you against mistakes. Of course, the programmer expected somevar to contain 23 - its just that nasty attacker that decided to shove a blank in...;neutral
tC105;I wondered if it's possible to set the editor windows tab width in eclipse. I hate it when I want to close several windows in a row and I always have to move the mouse. Can I set eclipse to use only ONE width for every window tab?;negative
tD52;I am new to fluent nhibernate and nhibernate. I want to write a fluent nhibernate autopersistence convention to handle creating the many to many mappings for my entities. This is what I have right now: It seems to work, but I feel that there is a better way to do this. Now my questions: Do you have a better way to do this? Do you usually want the Cascade behavior here? Do I need to worry about something besides making sure both sides of this association end up with the same table name?;neutral
sA316;There's 2 parts to this question, both about RestKit: How can we post up 2 values email and password, and deal with the response using the object mapper How can we map 2 objects in a response We are expecting the following JSON response: What's the correct way to map this out, we've got a class setup for User and Token, but all the examples i've seen seem to not show something like this where there is two segments to the response, here's the code we have at the moment: Appreciate any help you can give on this, loving RestKit so far!;positive
pB8;Yes, this is question.;neutral
sC172;No, they've stopped working again and gone back to the 403 forbidden message. Incredibly annoying.;negative
sB329;is really awesome!;positive
tA241;Strange - No one mentioned GEdit (Gnome) or OpenKomodo (Windows, Mac, GNU/Linux...). Both of them are great! OpenKomodo especially deals with tabs and spaces very well. And - it's free. Whee! When I need a lighter weight thingy, I just use GEdit. Download OpenKomodo here -;positive
sA593;I really hate regex in principle. can it be done in a plane script or something?;negative
pC63;My suggestion is to keep track of whether or not you're showing an error at that choke point. If you have lots of places that are doing it, you'd need to synchronize them somehow, e.g. delegate to a singleton object that is responsible for displaying the UI, or use a mutex or something.;neutral
sD342;And windows 7? Is 3.5 SP1 preinstalled, or is it just 3.5 out of the box?;neutral
sB438;I'll bump them all so they can get 10 at least.;neutral
sA427;Does iTextSharp support Windows Metro Apps? I am trying to create PDFs from a C# Metro App, but PdfWriter.GetInstance requires some arguments which is not available in WinRT. Any help would be EXTREMELY appreciated!;positive
sC584;That's a terrible soution actually!;negative
sA82;"Out of all that pseudocode, the only thing that really worries me is ""extracts code samples from file"". Reading files from a directory is trivial, saving a file is trivial. Regardless of the test framework I'd spend most of my time focusing on the parsing bit. For direct testing, I'd embed the snippets directly into the test case: Ah, I see another change I subtly made while writing the test: my ExamplesToCode.parse() returns an Array (or other iterable container), so that it can be tested apart from the iteration itself.";negative
sB57;ouch. I have a large table, and the row by row insert is very painful;negative
tA369;Something that has always bugged me is how unpredictable the method in Javascript is. In my experience, the timer is horribly inaccurate in a lot of situations. By inaccurate, I mean the actual delay time seems to vary by 250-500ms more or less. Although this isn't a huge amount of time, when using it to hide/show UI elements the time can be visibly noticeable. Are there any tricks that can be done to ensure that performs accurately (without resorting to an external API) or is this a lost cause?;negative
tB416;"I really love the ""one model in - one model out"" idea of Fubu MVC. A controller would look something like this and the service locator would automagically fill in all the required dependencies in the constructor. This makes the controller very easy to test. So my question is: How would you go about tweaking asp.net mvc to allow this simplicity in the controllers ?";positive
tC218;I've found the following macros pretty useful! So you can just call or from within your app (as long as the header is included of course!).;positive
sD536;I was wondering if is there any jQuery plugin or something to create a search bar similar to Mac's Mail app, where you can search inside specific categories, very awesome Thanks in advance!;positive
tC193;I am working on an opensource app that using SubSonic 2.0.3 I need to regenerate some of the code so I need the tool that does that. I cannot find this version 2.0.3 of the code generator executable. Any help would be greatly appreciated!;positive
sA129;Are the schemas identical other than datatype?;neutral
tA384;humans only agree with each other 70% of the time even in polarity sentiment analysis. Jeff's point, while not very encouraging, does accurately reflect how extremely difficult is to get anywhere with this.;neutral
tD76;I lied. The problem is back with a vengeance... 4009 errors in 229 files. This is ridiculous! VS2013, Resharper 8.0.2.;negative
tB148;By the way, as a side note, you should be using `using(Stream s = ...)` statement instead of manually writing a try {} finally {} block which might be error prone and also a pain to write.;negative
tA158;+1 mos def. Thanks for the inspiration :) How's the progress there?;positive
tC268;"I'm cleaning up the CSS on a fairly large (and somewhat disorganized) website. Is there a simple way (or a piece of software) that will let me find, for example, all the ""a"" tags that are within ""h3"" tags? Or all the ""spans"" that are within ""p"" tags? I want to modify some of these CSS rules but I'm afraid I'll break something hidden somewhere. Any advice?";negative
pC43;No communications. Just trying to get one to run the other, passing it a few params. They are both installed to the same directory under Program Files and access files under app data.;neutral
tA287;Are you really sure you need to use a cursor? Those are not supposed to be the first choice in SQL Server these days. In fact, many experts abhor them.;neutral
tD491;Excellent resource:;positive
sC75;Since I was also looking for a way to use the empty word epsilon I came up with the following approach. I simply used an empty production rule such as: Hope it works - at least for now it seems so ... Addendum: It works pretty fine :);positive
pC45;anybody have an idea on this one?;neutral
sA348;Wow, wow, wow! I actually found a better way to do that... if I keep the same abbreviation and change template text into: it does want I wanted, but in the way cooler way! So you can use your own variables in a template as long as you don't call them or Awesome!;positive
tA107;I have a binary file that I have to parse and I'm using Python. Is there a way to take 4 bytes and convert it to a single precision floating point number?;neutral
tD78;Kernel Mustard link is now dead :(;negative
sD595;Excellent, I'll try that now, thank you!;positive
tD233;@Raubi: Which bit? It's still going to be horribly inefficient for long sequences, as it's still doing an enormous amount of string concatenation.;negative
sD59;Worked really great! Thanks a ton!;positive
sB52;Excellent question!;positive
sA206;Well, you are really brave! Implementing a Linq provider all be yourself...;positive
tA340;I've tried with Postsharp, but their current implementation targets 2.0, and it's getting painful to make it work. Should I roll out my own AoP implementation (I'm thinking of a very VERY basic and utilitarian implementation here) Or there is an alternative I'm not aware of?;negative
sA291;"+100 for this :-) you made my day!! When writing the question I was not sure if it was related to ""Brook's mythicalman month"" and skipped it. Here I go ... and it's persisted for eternity on stackoverflow :-) I am really ""rofl"" that stackoverflow can answer questions like this!";positive
sB466;Is there a fast way to do that?;neutral
sD561;I have run into this too. It is very annoying! Here's why it might be happening. The width of your li items, plus any margins is more than the width of #maincontainer. That means the last li item spills over #maincontainer and the script will want to move that last bit in, leaving an extra click. One way to check this: assign an id to the last li, and make the width less, and see if that doesn't fix it. If so you need to make the #maincontainer wider.;negative
sA237;"I am developing a web page which embedded a ""Google maps"" view. In this web page, the user must specify several positions on the maps At this time, I am able to spread the balloons on the map displayed when the user click on a button to be dragged, but according to the zoom it can be very painful to zoom in and out to drag the balloon to a place. I would like to know if it could be possible to have a panel with all balloons to drag/drop on the map? My current development : My target :";negative
tA429;I'm doing a fair bit of work in Ruby recently, and using Is absolutely critical. However, I'm really disappointed with the default Windows console in Vista, especially in that there's a really annoying bug where moving the cursor back when at the bottom of the screen irregularly causes it to jump back. Anyone have a decent console app they use in Windows?;negative
tB283;"The paper is an excellent discussion on branching patterns such as the ""main line"" pattern you mention - it lists the options in the form of patterns together with discussion of anti-patterns. One of the authors is Robert Orenstein of Perforce.";positive
sD60;I'm trying to allow multiple clients to connect to a host using select. Will I have to connect each one, tell them to move to a different port, and then reconnect on a new port? Or will select allow me to connect multiple clients to the same port? This is the client code: This is the server code: Any help would be excellent! Thanks.;positive
sA169;Effective, but what a pain! You'd think there'd be an easier way.;negative
sD450;@Filip - because I was afraid I'd insult your intellect!;negative
sD30;"logically, each ""master"" entity should be in its own table if you don't, you'll find joins will become very painful, and your generic lookup table will accumulate all kinds of useless fields";neutral
sA355;Replaced http://www.vim.org/tips/tip.php?tip_id=305 with archive.org link...;neutral
sB334;I agree, we often face this problem when using 10g XE databases, this is really annoying!;negative
sD52;Try Format:;neutral
tB490;Congratulations!;positive
tB149;This is a stupidity of windows find utility, +1 for feeling my pain.;negative
tC341;In theory, you could apply that philosophy to every single question on SO. But it would be terribly boring to do so.;negative
pA79;Too slow and I prefer to operate in the same mode as my users. Also, I just really hate switching to debug. And its a waste of diskspace.;negative
sC276;I'm worndering how I can add 2 rows, of which 1 depends on another, in 1 transaction. Reason I an doing is that the library I'm using does not return the rowid, and I need to commit the transaction as less as possible as I'm adding over a few million records! Just for the record I'm using: SQL Server 2008 Python pyodbc Any idea? Would be really awesome :);positive
sA512;Thanks. First method is really great!;positive
tA40;I want an simple IDE/editor for C in Linux to which I can add features easily. For example: I want to add a right click menu item and a related action for the editor. It should be easy to extent and add any desirable functionality. I tried eclipse CDT but its to much of learning(I mean knowing the eclipse plug-in architecture and the CDT extension points and stuff) to do for the small modification/s I want to do. Thanks, Sachin;neutral
sA280;Wow that was exactly what I wanted! So the second solution I showed is somewhat similar to what he's describing but he describes also extremely elegant triggers that would keep all the data fully sane without any external code sanitization! I think I will go with that design!;positive
sD432;Thanks, everyone! I learned something extremely valuable :D So Linux doesn't stop at the 26th value?;positive
sB339;It's do with Von Neuman and Church's Lambda;neutral
sB468;"set prevFib = 1 - the first Fibonacci number is a ""1"", not a ""0""";neutral
tA43;Wow, exactly what i was looking for!;positive
sA469;It might be questionable, but not a cause for rejection as long as you have a fallback behavior when/if the method can not be found. There are worse abuses that have passed.;negative
tD470;completely agree, there are excellent answers provided here to this question;positive
tC251;The Client Profile has got better (and smaller) in .NET 4 see;neutral
sB299;Excellent, exactly what I needed!;positive
tB466;My application has a frame that is loaded/navigated when certain top-level buttons are clicked. The problem is, one of the hosted pages has a frame of it's own, and is messing with the outer frame's navigation bar (clicking back and forward navigates the inner frame, as well as the outer frame). Is there any way to have the outer frame's navigation control only worry about its immediate contents?;neutral
sD373;Is this seriously the only way to modify the default template? This seems absolutely terrible.;negative
tA121;Code samples would be great!;positive
sD406;My first instinct is to branch normally (using p4 integrate), and then use an IDE or sed script to change the package names. But this makes future integration from the trunk extremely painful.;negative
sB556;I absolutely love ! I tried the REST support in WCF and was quickly turned off from it. Good luck!;positive
sB107;Aye, the timer idea would result in horrible flickering for sure!;negative
pC13;I was wondering whether anyone knows of any tools available that perform the task of analyzing one or more CSS files, determining the similarity between the various rules within the files and presenting the user with options for the merging and reduction of rulesets. I ask this because a project I am working on has reached the point where it has so much CSS that Internet Explorer (Still the bottom line I'm afraid) chokes on the CSS after page load, causing a 3-5 second lock-up in interactivity until the choke is processed. In case you're wondering: Yes, I am sure it is the CSS causing this issue.;neutral
tD131;"Why use a `Mutex` here? The `Acquire` method just returns a reference to an instance (this is a reference type). Whether the object referenced is mutable or immutable is irrelevant. The reference is to the same object no matter if the object mutates. Why do locking? Even if the instance was not ""singleton"" or ""read-only"", i.e. even if the field reference could change, since [reference assignments are atomic](http://stackoverflow.com/questions/5209623/), there would still be no need for locking/`Mutex`. I will downvote this answer @ +109 net upvotes...";negative
sA464;"I am working on a test application based on ASP.NET MVC. I am new to CSS stuff so I am learning that as well. I have created a master page called ""new.master"" and created a new css ""new.css"". I am calling the view from controller as: What I am doing is that I am frequently updating the css and master page. So I run the application in debug mode frequently. After sometime I stop seeing the effect of changes in css. When I ""view source"" in chrome and check the css, it shows an old version. When I change the name of both master page and css, I start to receive updated views but that works for sometime and then again I stop getting the CSS updates. Have you faced this problem? How can I fix it? (Its terribly annoying!)";negative
tB112;@massive I've replied to your question about dealing with concurrency issues in bulk updates by editing my answer. Hope this helps!;positive
sD146;So I have a facebook page and a username /llamafont so I obviously want to keep that url. I have had the like button on sub pages (you save phrases and can like/share them on FB) since before I made the page on FB. When I have added the like button to my homepage for my base url, it shows 62k likes - GREAT! However on my facebook page i only have 107 - I guess these are the people who liked the page directly on FB? How can I make the 62K likes show up on my page in facebook? Do I need to add in all the meta og: stuff? Right now I only have og:image in there. Have I screwed it up for good? Or can I make FB recognize the likes somehow? Thanks in advance!;positive
sB127;JSPs must not include any code that requires dependency injection. So don't do it. If you really must, you can use But this is extremely ugly.;negative
sD314;"Thank you for the excellent answers! @ArnoldSpence is correct: It is indeed a case of memory fragmentation. I confirmed this by modifying my example above to allocate a series of 49 MB buffers after the reaching the ""OUT OF MEMORY"" condition. Sure enough, these all succeeded (up to the 2GB limit).";positive
tB479;My guess would be from a colleague who wanted to scare this person out of ever using 'this' again. It can be fairly annoying when someone uses 'this' for every single thing they do. Not that it justifies lying to a new programmer, but I can imagine someone doing this out of frustration.;negative
tA172;I'm writing a simple app that's going to have a tiny form sitting in one corner of the screen, updating itself. I'd really love for that form to be transparent and to have the transparency be user-configurable. Is there any easy way to achieve this?;neutral
tA428;One thought might to have another separate process count the number of rows in the table where the insert is being done to determine what percentage of them are there already. This of course would require that you know the total in the end. This would probably only be okay if this you're not too worried about server load.;neutral
tB467;Is there a implementation in glibc or any of the standard Linux libraries for C? I want to be able to add to a list without worrying about its size. I know std::vector exists for C++, but I need the C equivalent.;neutral
sA216;I have this regex And i really need it in a vba version for words .find method (don't need the matching-groups), here is what i have so far But i cant get the last part to work, here I'm talking about I really hope someone can help me, as regex in this case is not an option (Although i know i can use regex in VBA!) Cheers;positive
sA334;I drew a circle using this code: how can i write a or event for this circle?;neutral
sC130;Was C# compiler written in C++?;neutral
tB243;that is what I am doing now. I find this a more practical solution and I see there are other people doing the same. Well, great!;positive
sD319;Duplicate question http://stackoverflow.com/q/650238/684229;neutral
tB174;I am extracting some data from SQL Server. One of the columns is a ntext column that has a blob of XML there. As I extract it, it looks really ugly. Is there any way to format the XML inside a SQL Server 2005 stored proc?;negative
sD144;Raymond Chen has a really excellent blog post on this:;positive
tB337;@gbjbaanb, Why are you even talking about builds **here**? Read the question again. The deltas are significantly smaller for the files you are talking about because there are common bits between versions to take advantage of. Not so for video files. Add a 5 minute preview to the start of your video file and the bytes of the *entire* video file changes. There are no common bits a general-purpose `diff` can take advantage of, which is exactly the reason why your out-of-the-box git and hg fail miserably for these binary files.;neutral
sC304;This seems fairly trivial but is giving me hella grief! I have a module in the lib folder. The controller. config/Application.rb And I get this error I know the module is loaded correctly. What am I doing wrong?;negative
tB181;I agree: Awesome answer! Thank you so much for this borad overview (even if it may be a little bit outdated by now).;positive
tA168;"@SteveKehlet however I believe it is more cleverly referred to as ""cat abuse""";neutral
sD493;Okay I am using the same ANTLRWorks and JDK .. but it doesn't work for me :( .. Its very irritating, I have tried everything to make it work !;negative
pD57;The plan of making a mum/dad accessible UpgradeYourBrowser page was growing for me the last few days, but now caffeine and this bug just filled me with angry rage (the green kind);negative
sC124;+1 scriptnames` was exactly what I was looking for to check if my plugins were being loaded.;neutral
sC302;Is there a java sdk for cygwin?;neutral
sC589;If you're really worried about the if statement, you have a Stateful object. This class delegates the work to a object which is either a or a object. The object will actually load. The will not load. Note that there are no if-statements.;neutral
pB29;If you only need the count (like you express in your original question), you could do: Hope it helps!;positive
tA314;+1 for umbraco. It has never ever limited me in any way. It does have a learning curve, but once you get to know the basics of the system, you'll be amazed what things can be done in a short period of time. Also, great supporting community!;positive
sB23;Excellent summary!;positive
tC294;Great answer! But as @paercebal mentioned, `auto` now has a different meaning, so could you please update the table at the end?;positive
tC15;Also, make sure the mouse is using VMware drivers. Sometimes it reverts to general PS/2 drivers, which can cause very irritating lag.;neutral
sA356;Is this possible? I have looked online and cannot seem to find an answer.;neutral
sD534;"I've been having this issue for some time and kept just disabling the ""Script"" tab which is really annoying! I tried to click the pause button so it's flashing and refresh, same issue. Then, click so it's not flashing and refresh, same issue. I just now clicked the pause button (so it was blinking), then un-clicked it so it was not blinking, and then refreshed the page and it seems to have fixed it. The same page that was breaking on a script error is no longer breaking on the error.";negative
sD393;In Computer graphics, what's the difference between material and texture?;neutral
tA268;Too awesome! This actually answered an unasked question of mine, how to stop people from cutting off others in my corporate meeting.;positive
tC477;I decided to simplify the reply marked as the answer on here to basically 2 lines using a LINQ expression.;neutral
sD237;In python's the following minimal working example below draws correctly to the screen, and to the . In the resulting however, the edge lines are still drawn. How can I fix this? PNG result PDF result While it seems trivial, it becomes extremely problematic when you stack 200 plots, all you see is an ugly mess of black!;negative
tD167;How would you manage the lifecycle and automated build process when some of the projects (C# .csproj projects) are part of the actual build system? Example: A.csproj is a project that uses MSBuild tasks that are implemented in BuildEnv.csproj. Both projects are part of the same product (meaning, BuildEnv.csproj frequently changes as the product is being developed and not a 3rd party that is rarely updated);neutral
sA198;Excellent hint! I was using scrollTo(0,0) and it was doing nothing;positive
sC334;It might be a good idea to remove info from the table but remember that SQL works pretty fine with millions of rows! In your case, I'd run a cronjob every day that removes the rows that got made longer then 48h! I think that this would be enough.;neutral
pA4;@DrabJay: excellent suggestion! Code changed. :-);positive
tC35;Wide lines are a #@$# in most diff'ing tools as well, which can make code reviews a pain.;negative
tA406;I know I can configure command line arguments in the Run configuration but I want to run a java file multiple times with different command line arguments. It's a pain to change the Run Configuration every time. Is there a way I can make Eclipse prompt me for command line arguments every time I run the program?;negative
sA398;I read following codes in Why reverse the latin-1 to utf8 using above logic?;neutral
pB83;Excellent advice, thanks!;positive
sB15;My approach to this problem would be: Create a that hosts a Add a dependency property to the . In the event handler, parse the CSV and update the accordingly. Add a dependency property to the - and when this changes, parse the CSV and add the data to the . See this question for a few pointers: By the way, a CSV of column names is a horrible interface! Why not expose a , then add a so that you can use a CSV string in XAML?;negative
sA507;No, unless there's a relevant IE zero day. Obviously, this would be a huge abuse of user privacy (if you want their name, ask them!).;negative
sC462;Method 2 will not work if run as administrator;neutral
tA180;In my company, we are currently using Qt and are very happy with it. I personnally never had to move a MFC-app into using the Qt framework, but here is something which might be of some interest for you : It's part of Qt-Solutions, so this means you'll have to buy a Qt license along with a Qt-Solutions license. (edit: ) I hope this helps !;positive
sD79;What a sad answer!! Maybe I can just don't install it, and leave the hell to user.;negative
tB407;MySQL is extremely cheap when you have the distro (or staff to build) that carries MySQL Enterprise edition. This is a High Availability version which offers multi-master replication over many servers. Pros are low (license-) costs after initial purchase of hardware (Gigs of RAM needed!) and time to set up. The drawbacks are suboptimal performance with many joins, no full-text indexing, stored procesures (I think) and one need to replicate grants to every master node. Yet it's easier to run than the replication/proxy balancing setup that's available for PostgreSQL.;neutral
sB301;thanks so much! excellent insight!;positive
sC501;Shouldn't this be Modulus(CurrentItem + 1, 4)?;neutral
sB598;Oh, how I hate TFS for giving me these headaches!;negative
sD219;I am using as templating engine and I am really loving it. However, now I have run in a situation which definitely mustbe accomplishable in a simpler way than I have found. What I have right now is this: What I am looking for is something more like this: Is there a way to accomplish this which I haven't seen yet? If I need to create my own extension, how can I access myVar within the test function? Thanks for your help!;positive
sB177;what's the difference between ?;neutral
sC146;Is there any performance difference?;neutral
sA372;I'm trying to create some ads in Admob, but on last step I always get error: but it didn't specify WHERE. I swear god, there are no errors on whole page, all fields are correctly filled, I see no red shapes around fields, everything match criterias written under fields, but I stil get this error - without any explanation. Has anybody same experiences? It's totally frustrating :(;negative
tD452;Yes, there are, I'm afraid;negative
sD535;Still using HeidiSQl, it's excellent!;positive
tA349;I would avoid it for module globals certainly. For variables restricted to local scope, so you can see the same function isn't ever going to need to use the builtin, it's not something I'd worry about.;neutral
pA1;Vineet, what you are trying to do is a terrible idea! If you ever find yourself having to engineer something as fundamental as that, take a step back and work out what else does it! I don't really believe in the whole spoon fed SO thing, but what mtwebster says is on the right track!;negative
sB100;The ``-Q`` option doesn't seem to exist on my machine.;neutral
sC443;Excellent! On a Mac as well... I'll look into railsapi.com. Thank you for your help!;positive
sC147;I am relatively new to AngularJS and am loving every moment of it! I have an unordered list of products. When the user hovers over them, I need the list element to have an class set on them. I am currently doing it this way: And my showDetails is as follows: Now, everything is working just fine, however, I was wondering if it was possible to set the class without the ng-repeat and having no variable to bind to? How should I write my showDetails function to set the class this time? My first try is: But what do I do in the ng-class attribute?;positive
sD539;"Oh, man, I am sorry but I must say it: your code is really awful... It is not organised at all, but maybe... shouldn't be instead? EDIT: try to comment the second and third queries, since they seem useless, and make the ""cur"" -> ""cursor"" change I suggested:";negative
tA217;Fantastic! This makes using ipython with --profile sh the best possible method for me to do this :);positive
tC311;I have been using (and loving) the jQuery intellisense for Visual Studio 2008 (blogged about by Scott Guthrie ) but has any one ever come across an intellisense script for the components of jQuery? Thanks!;positive
tD174;whatever you do DONT write your own reverse proxy.. it always ends in tears.;neutral
pC80;@Gary it is indeed strange enough that `Files` does not have a recursive deletion method... That sounds like an obvious thing to have. But it probably isn't. How to deal with errors, for instance…;negative
sB292;If you are really worried about performance, FirstOrDefault is O(n). Your second query is only going to execute if the first is null. You could try using .Any(predicate). First() lends itself to try { } catch which might be better for your situation. You don't really need to worry about performance optimization until it becomes an issue, though.;positive
tC247;Does it make any difference if you go;neutral
tD437;I've been looking at the project as well, which handles MP3/WMA/OGG. I don't know of a single library that handles audio and video files, so you might have to use a few.;neutral
sA323;Return some JSON with the state... Then some jQuery should do it...;neutral
sD413;I am designing a contact form which has a 'Thank you' message pop up on send, I need my thank you message to be positioned relative, other wise if the user happens to scroll while the animation is running the message remains stuck in place and ruins the animation. However positing the div relative keeps it in the position before it loads, what I need is a way to have the div display:none or opacity:0 BEFORE the send button is pressed, is that possible? Here is an to explain what I'm trying to achieve a little better And below is the Javascript I'm using Any help would be really appreciated :) Thanks guys!;positive
tA69;This is a terrible idea, as a compact on a database already in a suspect state can lose data that would otherwise be recoverable before the compact. Compact On Close should under all circumstances be turned OFF.;negative
tB91;It may be worth taking a look at , it's a generic collection library for .NET which includes sets. Note that I haven't looked into it much, but it seems to be a pretty fantastic collection library.;positive
sA232;What is your current function?;neutral
pC1;That's depressing :/ Are you sure I can't get a collection of all controls on the page with a particular class and give them a single data source?;negative
sB242;Excellent! That is what I'm looking for! Thanks very much!;positive
sC315;Use Web Essentials... it works really great, and has lots of other useful tidbits!;positive
tD172;"That's funny, this is exactly what I am attempting to figure out the best way to do at the moment. I had thought of using a ViewStack, but as I already have a lot of other nested ViewStacks being used, I was also looking into the State tag. If anyone knows ""the right thing"" to do I'll be very interested too!";positive
sC26;That's very sad and the issue was opened a year ago...;negative
tB287;Zip is correct. It's a folder structure with quite a few xml documents inside. A plain text option might not be desirable (multiple files to manage...);neutral
tC350;For C# Visual Studio uses 4 spaces by default, whereas for C++ it is hard-tabs. Why is it so? Why is it different? My project consists of both C# and C++ code and the difference really annoys me. I want to set a common standard for all the sources, but I wonder if this would have any drawbacks.;negative
sC380;I guess I could do that. It's just a pain when in Microsoft Word I can hold down shift and drag to do this, but I can't in Visual Studio!;negative
sB219;I ran into the same thing a few years ago with a PI system, so I do feel your pain!;negative
pB39;that's great :);positive
tC379;"I'm reading about the CallContext class (). The documentation says something about ""logical threads"" and ""Thread Local Storage"". What's a logical thread, I didn't know that there existed multiple kinds of threads? What's a Thread Local Storage, is it a class or a principle of some kind? I have not been able to find it in on MSDN, but I'm sure it is there some place, so any links would be great :-)";positive
tB203;I'm working on an iPhone app that will upload images to a web server. I was wondering if anyone had any tips on how to generate unique names for each image file that gets uploaded. I'm sure there are a million ways to do this, but if anyone has any suggestions I'd really appreciate it! Thanks.;positive
tA232;"May want to replace `""\\""` with `File.separator` to make it work on linux.";neutral
sB62;(lack of line breaks in comments is saddening!);negative
tB57;Why not Double.TryParse ?;neutral
pA28;Have added an answer;neutral
sA598;I'm trying to insert the following array ( from a html form ) but i believe i'm working with this array in a very awful way The array: Actual code: ?> current output: What would be a decent way to do it? EDIT : No need to show how to connect to a database, i just need to deal with the array data.;negative
sD580;Hi I just started playing with Mongoose. It seems pretty awesome! Now coming from a Django background, how would one implement a type of options field like: So that it can be set like status = Open or something like that. Or should this just be a normal String field and I set it accordingly in my app?;positive
tC139;Galileo came out the other day, and even though plugins under Eclipse are, IMO, just a little bit easier to deal with than , it would still be really awesome if there was a simple way for me to upgrade to the new version (and take my plugins with me). Any tips?;neutral
sB278;Indexed lookups in LinkedLists are O(n). That'd could be terrible for a 3d array!;negative
tB89;Does anyone know how to add an item to a list but do it so it's ordered alphabetically using jQuery? I've got the following code that just adds an item from a dropdown to the end of the list: but I'd like to be able to insert it in its appropriate place instead of just appending to the end of the existing list. Any help is greatly appreciated! Thanks!;positive
