id;text;rating;polarity;n_words;score
2131;patient taking one 36 mg tablet, 7 days a week, in the morning after breakfast. Tablet was a slow release lasting throughout the day.;8;;24;3
2668;I take 1 pill daily at night. I don't have any nausea or sleeplessness because of it. I tried to bring my blood pressure down with diet and exercise.It is supposedly hereditary. I am 50 and in good shape.;10;;39;3
818;"I've taken Ambien 4-5 nights a week for the last year or so, to help with falling asleep. Despite being tired at night when I go to bed, I find that I can't ""shut my mind off"" and need a little help to actually get the rest I need. Ambien helps me get a really good night's sleep, but doesn't leave me with a hung-over feeling that other meds do. I usually only take 1/2 of the 10 mg tablet, and that's enough to help me drop right off.";10;;89;3
1679;Take 1 Claritin tablet every day during allergy season. I take the dose every moring. Again, 1 pill per day each morning during allergy season;9;;25;3
1741;I took 1 x 25mg per day which built up to 4 x 25mg per day over 4 weeks;1;;19;3
355;After having gallbladder removed a nerve was cut during surgery. That created the most intense pain. I trusted the medical specialists and was in so much pain I would have done anything to make it stop. They started me on 300mg gabapentin slowly increased every 2nd day until I was taking 10,000 mg per day. yes you read it correct 10,000mg. The legal dose in NZ 3,600mg. After a serious of events and specialists adding more pain meds from codeine morphine antidepressants etc things got worse. I have been trying to decrease theses meds for two years and don't feel like I have achieved much some days. to date I take 3x 300mg 4 times a day 3,600mg (done this alone). I have been to doctors ans specialists about side effects and feel they just dismiss them yet they come under criteria of serious side effects. I'm now the too hard basket. No help or support here with DPH or any medical facility. I have my children and Friends that help as much as they can. I desperation to come off this crap I started smoking marijuana that was more beneficial to help keep decreasing and control intense pain until recently convicted for growing my own medicine. In my opinion Gabapentin is such a dangerous drug and will be the undoing of many people. Here in NZ its all care no responsibility;3;;232;3
961;Started with 20 mg once daily. This worked for several years. When spouse endured 3 years of life-threatening illness, the dosage was increased to 40 mg taken as 2 20mg pills.;10;;31;3
56;I was to take it at bedtime to help my sleep due to the pain and spasms in my lower back and upper thigh muscles. I could only take.5mg or it made me too sleepy during the day.;8;;38;3
4122;Take 1 tablet in AM and one tablet in PM with food and 8 oz of water;8;;17;3
1596;Initially prescribed 1 mg. 3x a day for generalized anxiety disorder and panic disorder. Adjusted dosage to take incrementally .25 -.5 mg. as needed.;10;;24;3
891;instructed to take 20 mg daily...now I take 1/2 tab daily...ie 10 mg with good effect. I have been taking 10 mg daily for some time now, and feel no need to increase to the 20 mg.;10;;37;3
2492;I took 15mg once a day at bedtime as it causes drowsiness and it could be increased to 30 mg although I never needed an increase. I took remeron to get rid of my nausea which was constant and severe and it worked. After 3 years I had a major crisis in my life and forgot to take my remeron for 4 days in a row. When I finally did take it I was incredibly tired and couldn't keep my eyes open all day. I felt stoned and the only factor that had changed had been the remeron. I decided to try stopping as I had not suffered from that severe nausea since starting remeron. It has been 2 months and the nausea has not yet returned. I have no other side effects.;8;;133;3
1196;I took 20 mg. of Prozac once per day, in one tablet. It took about 6 weeks for the drug to reach its peak effectiveness, which is one of the drawbacks of this anti-depressant therapy. I tried others, but they didn't work nearly as well as Prozac.;9;;47;3
1070;I was also using a Q-Var inhaler twice a day during the flare (I normally use it once a day.) My treatment regimen when I have a flare is Q-var at 2 puffs twice a day, and the ProAir inhaler 2 puffs every four hours.;8;;45;3
247;Given for major depression. One 150mg pill per day. I still take the same dosage as I started out on. I am afraid to up my dose because Wellbutrin can cause seizures in many people.;8;;35;3
2964;1000 mg a day - once a day Cardiologist wanted me to take up to 1,500 mg but 1,000 mg brought my lpa back into range. My blood lpa test came back in the 70 range and normal limit is up to 30. After taking 1000 mg, I was back in the normal lpa range. Everyone with a family history of heart attacks or high cholesterol should have an lpa blood test run in order to prevent possible plaque buildup.;8;;80;3
1692;I take the ribavirin three times a day ,which equals 1200 MG. I also,give my self a sub-cu shot with the interferon, in either the right or left stomach or thigh muscles, this can bring on the chills extreme fatigue, and some other side effects it really sucks.;10;;48;3
2327;I was to take one 10mg pill at night before I go to bed every night. It did not matter if it was taken with food or with out food. Either way was fine. I had to take it at the same time every night. I was not suspose ot stop treatment unless my doctor said it was ok.;1;;59;3
2816;Started out on one extended release tablet at 150 mg once per day. After 4 weeks bumped up to 300 mg dose.;9;;22;3
4131;I built up the dosage like I was supposed to and took the twice daily dose for two days. I spent both of those days unable to move because of the nausea, so my doctor recommended I drop down to .5 mg a day. On that small dosage I became very depressed and began having suicidal thoughts as well as very vivid dreams. I went off the drug and then tried it again a few months later only to have the same depression issues. I'd rather keep smoking and try to find a new way to quit than to lose my life on this drug.;2;;105;3
2710;"The daily dosage was one 100mg. capsule, taken at bedtime. There were no ""rest days"" with this form of HRT. An annual blood test was recommended, to ensure liver health.";9;;30;3
2835;Child takes a 4 mg chewable tablet daily to prevent ashtma attacks. Previously, she used the granules which we mixed with applesauce or yogurt for her to eat. Very easy administration. Pleasant taste in the chewable.;9;;36;3
2825;"I took 2 100 mg of the Wellbutrin, 20mg of Ritalin and a 10 mg of a beta blocker (I can't remember the name) in the morning. Then at 3 I took the other 200 mg of the Wellbutrin; at night I took the Serzone (before it was yanked from the market) and the Trazodone. I took a drug holiday from the Ritalin over the weekend, but over the years I eventually increased the dosage to 35mg of Ritalin in the morning.";8;;82;3
4070;Patient was to try this drug for one month at a dose of 15 mg once daily. At the end of one month patient was re-evaluated and prescription was continued.;8;;30;3
512;Drug was prescribed 100 mg in the morning for high blood pressure due to chronic kidney failure. Combined with an evening dose 0f 5 mg of enalapril my blood pressure has been lowered to a normal pressure of approximately 115/80.;10;;40;3
2968;Bystolic.one tablet at bedtime...not necessary to take medication with a lot of water in order for it to be effective Niaspan..2 750mg tablets at bedtime with full glass of water and 1/2 cup applesauce;10;;34;3
3753;I have taken 1 50mg tablet daily for over 6 years for treatment of acne...caused by hormone replacement medications including testosterone cream. The medication worked very well for me for as long as I was taking it.;9;;37;3
3402;The dosage is suppose to be 1mg/day as this is all that's needed by the body. As proscar only comes in 5mg tablets, I broke them in half and therefor took 2.5 mg's per day. Propesia are however sold in 1mg tablets, but as mentioned before, are the exact same product and cost more than double the price as it's being marketed as an cosmetic product.;8;;66;3
1108;I took 150mg of effexor daily. For 9 years I was able to live a normal life with some small episodes of mild depression now and then. The last 12 months the effect seems to be getting less and the depression is rearing its ugly head again and I am isolating myself and have to really try to fight depression. I am experiencing the well known pooping out syndrome.I feel it is time tolook for another anti depressant which I am dreading.;9;;82;3
3600;I was to take 400 mg daily, but could not handle that. After letting the drug dissipate out of my system, I resumed it at very low doses (25-125 mg daily) plus herbal and homeopathic remedies. This finally, after several months, got rid of the fungus.;1;;46;3
951;The doctor asked me to take 80mg daily. He also asked me to lower my salt intake and exercise regularly.;9;;20;3
2158;I took 1 pill each day. I enjoyed not having to take it more than once per day. I have problems remembering to take more than one dose a day.;8;;30;3
3371;"One 10 mg pill, 1x per day. I also received a blood test for liver abnormality at one month, three months, and one year, after beginning treatment. I now receive a blood test for liver abnormalities every 1 1/2 to 2 years, along with the rest of my regular bloodwork at normal checkups. So far, there have been no indications of any problems. I'm also taking 200 mg per day of co q10 to replace what the Liptor diminishes. I do wish that my physician had mentioned this to me when he prescribed the Lipitor, but I actually found out about co q10 and lipitor through reading Dr Oz and Rizen's book ""You, Staying Young"". Upon asking my doctor about the co q10, he was familiar with it in relation to Lipitor usage, but never brought it up on his own. I realize that I would have continued taking Lipitor without any co q10 addition if I hadn't stumbled upon those facts by accident myself, and wish that when a physician prescribes a medication that they would also suggest any other supplements that should be taken or avoided along with the prescription. Overall, this drug has been very successful for me. As I understand it, most people have to take a much higher dose than i do to obtain similar benefits, so I'm fortunate in this area, as I don't like to take much medication.";10;;235;3
239;I take 300mg once a day and I've been on Wellbutrin for 2 years now and my doctor said there is no reason to stop taking it.;9;;27;3
1825;1 pill per day in the morning with food. Take 3 days off (placebo pills) before starting a new pack rather than a whole week. Take two pills the next day if a pill is missed.;10;;36;3
382;I was put on Corgard because of the Mytral Valve prolapse. I am very symptomatic. This greatly reduced the skipped beats. I take 1 tablet at night before going to bed.;8;;31;3
769;I always have had really bad cramps. I have tried many different prescription pain killers over the years and none have really made the pain any better. I first started taking Naproxen in 200mg as you can get this over the counter as Aleve in the States. Canada has no such product available. I found that even in 200 mg strength sometimes was enough to make my day bearable. I now get it from my Dr. in 500 mg strength and am able to carry out my normal daily activities as I was unable to even go to work some days before.;10;;102;3
2151;took as symptoms of seasonal allergies started. Used primarily 1 pill per day maybe 3-5 times per week from April to September.;8;;22;3
3390;Treatment included 2months of heparin injections in abdomen. Coumadin was given daily after the injections were stopped, at 6mg. The discontinuation of this medication caused an extension of the clot and re-admittance to hospital and another drug for blood thinning was given. Eventually, 6 months later, a doctor prescribed a compression stocking, which helped dramatically with swelling and pain. The Syntron blood thinner had no noticeable side-effects. Except possibly a still reduced libido.;1;;73;3
746;I would do 2 sprays in each nostril once a day. It would take about 36 hours to start feeling the benefit and about 3 days to get the full benefit.;10;;31;3
1808;after kidney stone i was prescribed oxycodone in a small dose of 7.5 mg for up to 6 times a day. i cut back to 2 times a day after 3 weeks and now just take about 7.5 to 10 mg per day once a day.;10;;46;3
3841;Take with a large glass of water (i must say I did not notice this instruction until now). Take 1 tablet daily (with food) when required to relieve pain and inflammation. Swallow whole. Do not crush or chew.;10;;38;3
2269;in combination with talk therapy, i took 40 mg of Lexapro in the morning because when I took it in the evening, it caused some restlessness. Before Lexapro I took Prozac for a year and found that it caused me to have interrupted sleep cycles so that is why I changed to Lexapro;9;;53;3
236;Before using Wellbutrin I had trouble getting to sleep, then trouble getting up in the morning. I was very irritable, depressed and frustrated. I always felt groggy and could not 'get it together' until late in the day. When my treatment began, I started by taking one 150 mg pill first thing in the morning for a week. Then I took one 150 mg pill in am and one 150 mg pill in pm (this was before XL came out). The third week and from then on I took 300 mg in morning. I felt so much better that I was not bothered by the slight let down in the evening. However,I didn't feel really well consistently all day until the XL formula came out. I have tried the generic and I don't feel as well and I had constant stomach aches to the point that I was having pain near my gall bladder and was considering being evaluated for gallstones. All of this cleared up when I went back to Wellbutrin XL and I have not had a problem since.;10;;181;3
2296;treatment began 3 years ago, 20mg/day was adusted to 10mg/day taken at bedtime for 2 and a half years. 4 months ago dosage was decreeased to 5mg/day at bedtime.;9;;29;3
181;I take 3 Adderall per day. 1 1/2 pill in the morning, and 1 1/2 in the the afternoon. Each pill is 15 mg. I break one in half to divide between morning and afternoon. I see my doctor once every 3 months to discuss how it's working. I started out on 5mg, 2x/day, but I developed a tolerance to it over time and went from 5 mg/2x day, to 10mg/2x day to 15mg 2x/day to 15mg 3/day.;8;;78;3
4049;The oral surgeon prescribed amoxicillin as a preventaitive measure after surgery. I opted not to take a breaod spectrum antibiotic when there was no infection present. Within 4 days of surgery it was clear that I did have an infection and filled that prescription. I took 500 mg of amoxicillin 3 times daily and took probiotics at least two hours after each dose of antiobiotics to replace the body's good bacteria. After a few days the infection cleared. I finished the whole course as directed.;8;;85;3
3094;I have been taking minocycline 100mg twice a day. At first I had no side effects what so ever. However after a week I started heaving headaches and they gradually got worse. It was when I started having neck pains, I stopped using Minocycline. Although I stopped using it, I never thought the pains were due to it - I thought it was from going out right after the shower which I often do. That same night I woke up with hives appearing in my body and towards the end of the day, my face got swollen (eyes and my inner lip.) At first I thought it was a food allergy, went to the doctor and got a full blood test (White blood cells, red cells, cholesterol, sugar, full allergy, almost everything.) During the waiting period of my results (took about a week and a half) I was taking steroid pills for allergies and I got back to normal within 5 days. On the 8th day, I was like hmm lets take minocycline again, I wanna be proactive and not break out on acne again. I took one pill at night after 8 days of not using it, and the next day I got itchy hands and a few hives and then I realized it was the minocycline that I was reacting to. Luckily I only took one pill and over the counter allergy medicine such as zyrtec got rid off my itchiness and I am back to normal again. So around 8-9 days later after I gave blood, the results came to my doctor. To my surprise everything came normal no allergies what so ever, no pollen, no nuts, no nuts, no dust completely NO ALLERGIES. My Red Blood cell count along with hematocrit came a little high but nothing else. I am almost confident to say that minocycline was what I was reacting to and my doctor told me to stop taking it.;1;;325;3
1902;Doxycycline 100mg twice a day, after meals, with no milk for 1 mour before or after. To helpe with side effects I took 16-22 salt tablets per day (being in a tropical climate) plus panadol 2 tablets twice a day after meals. I found the panadol helped manage the symptoms of vertigo (mild dizzyness). I felt the panadol in low dosages also helped me recover quicker from excercise.;8;;68;3
3299;I take 75 mg in the morning. Zoloft was prescribed to me by a family practice physician when I was 41 years old. The first 18 months that I took Zoloft, my dosage was 100 mg. I took a break for about 2 years and asked my physician abbout going back on Zoloft last year, when I turned 45. I was experiencing mood swings right before my period and, in doing research on the internet, learned that this could be due to my age. One recommendation was treating the symptoms with zoloft or another prescription drug. My physcian started me on 50 mg, and I went up to 75 mg after a few months of taking Zoloft.;10;;117;3
2482;I get treated for psoriasis and psoriatic artheritis. I take sure click injection myself once a week 50 mg.;9;;19;3
1998;Prescribed by my dentist to ease pain until I could have a problematic wisdom tooth extracted. Received 30 tablets to be taken as needed for pain. I took a half tablet when the pain was less severe and a whole one when I thought pain might interrupt sleep. My back went out suddenly one day and I was unable to stand or walk without excruciating pain. I took the last two Vicodin in one dose and the moment I was able, went to a clinic where the doctor chastized me for having a narcotic. The onset of pain relief was rapid, the side effects took longer to present, but when they did, they were more marked. Same amount of drowsiness, heavy limbs, and a trance-like state.;10;;126;3
2551;ongoing treatment for ADHD, originally I was prescribed 40 mg per day but dropped it to 30 mg when I had a few instances of heart palpitations and panic attacks;8;;30;3
1810;After 2 back surgeries doctor tried numerous pain relief options and none seemed to work used physical therapy to strengthen lower back and 1 tablet 80mg twice daily to alleviate pain;8;;31;3
288;Other than taking 4 tablets daily (with meals and before bed) for ten days, there were no other details. Patient responded quickly to the treatment and had no noticeable side effects. We found this drug to work quickly and effectively.;9;;40;3
462;500ml 2x daily 7 days Had to take for a Bacterial Vaginosis. I have learned that they have a vaginal gel that works just as well. If I ever get diagnosed with this again, I will definately request the gel.;3;;40;3
2727;I started to have it after a nervous breakdown due to panic attacks. First I had 3 tablets a day, but then, with time went by decreased a number of tablets. I still need it two-three times a week when I feel heaviness in my head and it helps in 1 hour after taking it. Highly reccomend for those in depression, with the tension headache and difficulties with sleep.;10;;69;3
3732;Lamictal saved my life. I suffered from severe chronic body pain for 3 years, and naturally I searched for a physical cause but was never able to be diagnosed or treated correctly. Finally I was diagnosed with depression and began taking Lamictal. I felt a 180 degree difference in my life immediately. I started initially with 50 mg and slowly titrated up to 200 mg. Now I can sleep at night, I am not fatigued during the day, I can complete tasks and have motvation, and most importantly, I am completely pain free. The number 1 cause of body pain in teenagers is depression, and many doctors fail to take that into account.;9;;113;3
1745;I started with a low dose(25mg) first week every other day, second week we increased it to once every day, then the following week increase the dose in the evening, following week increased the dose in the morning also. After approximately 4 weeks we maintained the dose(50mg taken 2X daily)for almost a year at which time I started to decrease the dose very slowly and stop taking it do to lack of migraines.6-8 months down the lane the migraines start coming back not as strong but just in case I got back on medication starting very low dose and very slow again.Stop taking medications after 10 months and been migraine free ever since(just a handful in the last 4 years).;10;;120;3
3730;Started taking 75mg twice a day, never got another grand mal seizure but still got auras about 3-4 a month. Experienced anxiety attacks in the first 2 weeks but then they went away. Increased dose to 100mg twice a day, auras decreased to 1-2 per month all was well for about 6 years. Began to notice dizziness while walking or looking down, but nothing debilitating. After 6 years, anxiety attacks sharply increased along with dizziness. Started taking Xanax XR to control anxiety attacks and dizziness. Auras decreased to 1 every 3 months. However, dizziness, slight disorientation and anxiety when Xanax starts to wear off. Xanax has helped maintain consistent sleep pattern.;8;;111;3
1184;Take 20 mgs once per day. I have to speak with my Dr by phone every third refill and visit in office twice a year to discuss how treatment in working.;8;;31;3
2018;I take 2.5mg of Bystolic one time per day to control palpitations. This drug is commonly prescribed for hypertension but I do not take it for that. At this dose it does not lower my already low blood pressure very much but it is effective against the palpitations.;10;;48;3
675;Prescribed 300 mg, once a day at bedtime for severe reflux and gastritis. Took one pill and stared to have trouble breathing. Took Albuterol and in a couple of hours breathing returned to normal. Called doctor next morning and was told to discontinue use. Did not work to control reflux. Started on Pepcid the next day which along with Tums has made reflux managable.;1;;64;3
3952;"I was diagnosed with a moderate to severe case of GERG with an esophageal hernia over 7 years ago, and spent two years at physicians request trying a mix of different OTC drugs. NO OTC drug worked to stop the burning and the coughing after meals caused by GERD. I tried most everything you'd find in the OTC shelf in a drug store. Tums, Zantac, etc. etc. etc. Finally, doctor ordered Prilosec for me, 1/day, 20mg, taken in am before eating. At that time Prilosec with still not yet over the counter, still requiring a physician prescription. It worked beautifully and I have taken it since, daily. If I don't take it, symptoms immediately occur after eating. It does NOT however stop the cough that occurs after eating or otherwise from GERD. Recently, I have had to increase my dose ""occasionally"" to 1 pill also before dinner, but that is usually only if I'm eating later than expected. I have never taken Nexium -- the HMO didn't cover it, but since Prilosec works so well, I don't feel the need to experiment.";10;;182;3
745;2 sprays in each nostril once per day. It takes about 36 hours to notice a beneficial effect. Once my allergies were cleared up I could cut the dose in half and stay allergy free.;10;;35;3
2897;Was prescribed 2-4 mg dilaudid (I took 2mg, weigh 95#)with hydroxyzine pamoate 50 mg every 4 hours, because following previous surgery both percocet and vicodin caused vomiting and itching. First dose was given in recovery room and continued to take it every 4-6 hours with vistaril as prescribed until untoward symptoms appeared. I had no nausea, vomiting, or itching;2;;59;3
1398;It takes some time to build up to a clinical dosage. As I recall, my doctor had me take 15mg for a weak, 30mg for two weeks, 45mg for two weeks until I had built up to 75mg. I did not begin to feel the antidepressant effect until I reached 45mg. When I reached 60mg the antidepressant effect had kicked in fully and I even experienced a period (two or three weeks) of a mild euphoria, which I have been told is fairly typical. My doctor thought that a slow buildup of the drug in my system was the most effective treatment. He also had me taking Lamictal (150mg per day), which he thought might spark a stronger reaction to Nardil. There are also some diet restrictions: no aged cheeses and no aged meats. Also, some cold medications must be avoided.;9;;141;3
282;I take my first dose (3.0 g) around 11 pm. take second dose around 3 am. I wake up like around 6 am. I want to stay in bed for more but cant. I am not sleepy. There are mornings were I am still feeling groggy, and by noon i would be okay to do my daily chores.;8;;58;3
3163;just a simple use of 3 mg. prednisone in 1 mg. dose 3 times a day;10;;16;3
2163;I have allergies that were getting progressively worse so I needed something to help me get through the day. I took benadryl without consulting my doctor which helped but the drowsiness was unmanageable. So my doctor told me to try zyrtec and I feel like it has helped tremendously. I only have a slight cough throughout the day but it is manageable. I wish it would take my cough away as well but I can deal with it. I take 10 mg in the morning but my doctor said to take it at night because it might cause drowsiness. It hasn't caused me drowsiness so I take it in the morning because it is easier to remember.;9;;117;3
933;Complained of sinus drainage, productive cough, rust stained sputum for two weeks. Chest xray negative to significant findings. Prescribed Levaquin 750mg, 1 by mouth per day, for 10 days. Also taking OTC Mucus Relief Sinus with guaifenesin 400mg and phenylephrine HCL 10mg as need for nasal decongestant and expectorant.;10;;49;3
3290;100mg dose daily was prescribed in 1998. Symptoms presented were lack of enjoyment, repetitive negative thoughts, Uncontrollable outbursts of crying. Chronic headaches / fog.;9;;24;3
2309;To treat the Major Depression Disorder and Anxiety Disorder, I visited my psychologies on a weekly basis, and my psychiatrist once every two or three weeks. The first drug that the psychiatrist recommended was Lexapro, and I started with the 5 mg dosage, after which I took the 10 mg for about three weeks. As mentioned above, I had to call my psychiatrist by the third week to request a different drug due to significant side effects.;3;;77;3
3373;I was advised to take 10 mg once a day in the evening after dinner. The only reccommendation was not to have grapefruit as that might affect the potency of the medication.;10;;32;3
2416;I was taking 50 mcg of generic Synthroid at the mornings 30-40 minutes before breakfast. The dose was increased gradually every 2 month as my thyroid was drastically decreasing its activity and symptoms reoccured. The doses of 100 mcg and later 112 mcg were taken sublingually twice a day 30-40 minutes before breakfast and lunch. Contraceptives MIN-OVRAL and supplements of Ca, Mg and iron were taken at the evening to avoid the interractions.;1;;73;3
292;After the first attack I take two pills of Imodium, then uno more pills per subsequent attack, with a maximum of 8 pills per day. If no more attacks happen in the next eight hours after the last diarrhoea episode, there is no need to take more pills;9;;48;3
3217;Each single use blister pack of Copaxone contains one prefilled syringe containing 20 mg of Copaxone (glatiramer acetate) which the patient self administers subcutaneously, in the fatty layer of skin, once a day. It is important to rotate injection sites daily.;9;;41;3
3953;I didn't have usual GERD symptoms of heart burn. I was skeptical that my stomach was producing too much acid. I tried other home remedies like drinking diluted apple cider after a meal that seemed to work at times but didn't always. After my doctor prescribed prilosec, it took several weeks before relief was complete. I am still taking the medication but have scaled back to 20 mg just once a day.;8;;72;3
1974;I was first given 75 mg once a day and realized the medicine didn't last 24 hours so I started on twice daily doses and that helped. I needed a little more pain reliever and started Tramadol along with the Lyrica. I would take extra Tramadol if necessary, which provided relief at times when pain spiked.;8;;56;3
1297;I have a family history of high cholesterol. And I have high cholesterol as well. In order to reduce the high cholesterol readings down to normal levels for cholesterol, my health care physician prescribed cholesterol reducing drug. We tried Zocor for a while. However, when taking Zocor at 10 mg per day, I experience significant problems with impotence. I reported this to the doctor and the doctor had not receive any feedback like this before. My prescription for high cholesterol was changed to Lipitor.;1;;84;3
63;I was prescribed Flexeril (10mg) for a muscle spasm in my neck that was pinching a nerve to my right arm. I took the ten miligrams of Flexeril three times a day for about a month as needed as it was prescribed. Then, as the symptoms lessened to the point where they only bothered me on and off, I took the ten miligrams only once or twice a day depending on how my neck felt for about another month, and finally, during the next month, I only took it when I started to feel like the symptoms might be coming back, which was maybe once or twice a week. Since then, I have not experienced any symptoms, and it has been over a year.;9;;124;3
3040;I took 200 mg at night at first. This was then decreased to 25 mg at night to help me sleep.;1;;21;3
3072;I took tamoxifen for 5 years on a daily basis and continue to have biannual checkups. Levothyroxine stared with a 25mcg dosage. A follow up blood work showed the dosage had to be raised to 50 mcg and is what I am now taking.;10;;44;3
855;I was prescribed paxil for depression, it worked but the side effects became to much after about 2 yrs, but for those 2 yrs . my depression and axiety were under control. The valium does releive my anxiety symtoms . I was taking 20 mg paxil one time a day at waking and 5 mg valium 3 times a day if i was feeling nervous. Have since started taking a vitamin called GH3 and a liquid multi vitamin with cannibis at bed time, have been depression and anxiety free for one year.;10;;92;3
2563;Took one 40 mg pill at 8:45 in the morning. By 9:30 am I could not breathe and 911 was called. I lost consciousness before I was placed in the ambulance. I awoke in the ER and was told that I NEVER should have been prescribed this medication.;1;;48;3
1009;Medication delivered by 2 topical patches of 100 and 25 mcg.patches changed every 72 hours.They were used in conjunction with 15 mgs of MSIR as needed up to twice daily for breakthrough pain.I was also prescribed 8 mgs.of Zanaflex at bedtime along with Elavil to treat the depression commonly associated with Chronic health conditions.;8;;54;3
3897;My doctor prescribed Amoxicillin 500 mg. I had to take this three times a day for seven days. I had to take it with paracetamol which reduces fever. I took each the Amoxicillin and paracetamol together with a meal. I took them in the morning for breakfast. I took the next one at noontime during lunch. And I took the third one in the evening at dinner.;9;;67;3
4127;"You take 1/2 dose pills for maybe a week in the starter pack. Then move to full strength. Take 1 in the morning and one in the evening or late day. Try to establish a ""quit"" day before starting. I didn't. I used it for 2-3 weeks while I tapered down and worked on the psychological aspects. After 2 days of only having 1 cig a day, I stopped. After 4 months, my insurance no longer paid. I needed longer and paid full price. I used my last box PRN. When I'd be in an evening situation where I thought it might be difficult, I'd take one a few hours before going and it would work. Taking only 1 in the daytime did NOT result in the bad dreams. I ended up with a few pills left over. Note: - If you received an incomplete rating from me just before this one - it's because I use Vista and your form disappeared while I was typing....";10;;166;3
1607;Began with 3.25 mg dosage taken 2 times a day for two weeks. Then doubled the mgs each two weeks thereafter until up to 25 mgs two times a day.;10;;30;3
2397;Patient has Hashimotos disease. Prescribed synthroid. Patient also working to follow a low carb diet, regular exercise, and normal sleep. Over time, synthroid dosage has increased, to 112 mcg per day from the original dose of 50. This is some cause of concern re: progression of the disease, but so far, no alternative approach/therapy seems to counteract this progression. Blood work required every 6 months in order to help ensure proper dosage.;10;;72;3
1543;I was diagnosed with rheumatoid arthritis about two years ago and began treatment with a combination of Remicade (infused once every eight weeks over a period of about 2 hours in my doctor's office) and Methotrexate 20 mg. once a week. I take 8 tablets every Friday, 2.r mg. each. I have had no negative side effects from either medication.;10;;60;3
1322;I began experiencing serious stomach pains and persistant diarrhea. Friends and family suggested that I had irritable bowel syndrome and I thought I would just have to deal with it. My symptoms progressed to the point that I was barely eating and had lost a significant amount of weight. I consulted with a gastroenterologist who performed an endoscopy. I was diagnosed with multiple stomach ulcers and was prescribed Prevacid 15 mg capsules to take once daily. Within 2 weeks of taking the medication, I started to notice improvement in my ability to eat certain foods. Within one month, I could eat practically anything with only an occasional onset of symptoms. After 2 months, I was no longer having any problems. My doctor recommended that I continue taking the medication and I did so for approximately one year. I have had no problems since discontinuing the medication so it definitely resolved the problem.;10;;152;3
588;Instead of taking the whole 800 mg tablet, I took 400mg (half) then the other half about an hour or so later. So, 1600 mg a day was very effective, and work miraculously. I believe this will keep me from getting any cold sores, I'll drop down to 800mg daily once the cold sore is totally gone.;10;;57;3
3005;I took 2 tablets, then I took 1 tablet twice a day after eating. I also drank lots and lots of water and cranberry juice. After approx. 5 days, I no longer had side effects and the fever was gone. I actually felt perfectly fine after about 6 days or so.;9;;51;3
1034;1 pill, 30 mg, Vyvanse, as needed. I never take more than the prescribed amount (not trying to get addicted, here). This treatment is concurrent with my ongoing treatment for chronic depression.;8;;32;3
2896;Vicodin 500mg- take as needed for bone pain caused by Neluasta shot. Dexameth 4mg.- Take 2 tablets night before chemo tx., 2 tablets morning of tx, tablets evening of tx., two tablets am after tx. Compazine 10mg.- take one tablet every six hours as needed for nasuea from chemo. Taxotere/Cytoxan- total of four treatments for IDC breast cancer, Grade 1, Stage 2, 0ne lymph node involved. Prior treatment completed- Dec.08 lumpectomy and sentiel node removal, Jan 09 full mastectomy with lypmh node dissection (removed 18), started chemotherapy Feb 22 09 once every three weeks, just had third tx on Mar 31 09. Neulasta shot- total of four treatments given 48 hours after chemotherapy tx. Shot is given in the stomach area to reduce the side effects.;9;;126;3
2680;One daily dose of 30mg at night, never skipping a day. I go 3 to 4 times a year to my hypertension ist for checkups.;10;;25;3
2154;1 Tablet once per day, each day. It takes 3-4 weeks of daily use to get the full benefits.;9;;19;3
813;"1/2 of a 10 mg pill as needed. Purposely would take it sparingly due to any addictive issues. Some doctors believe it is truly addictive; others not so. But I believe in as few drugs as possible in my life. I am also very afraid of any type of addiction. Therefore, I opt to split the pill in half and only take it 2-3 times a week.";8;;67;3
511;Treatment was started immediately after an initial and severe case of tachycardia. An Echocardiogram ruled out any heart defect and I was started on 25 mg once per day. I stayed on this dose for about 6 years and was able to drop down to 12.5 mg per day for nearly a year. However, my symptoms returned to their original severity and I began taking my starting dose again. A few years later, I was prescribed 25 mg twice per day due to an increase from original symptoms. This is the dose I currently take and it is an effective and very affordable medication.;10;;104;3
323;i was taking 2.5mg for many years and then i went onto 1mg 3-times daily and after 34years i am still taking them;3;;23;3
2250;I take three 400mg tablets in 24 hours for the first two days. This equals 1200mg in 24 hours. Then 800mg for two days. I can take it with just coffee in the morning. I drink extra water. I also use zovirax cream. I don't have any medical insurance and I buy all my medicine at In House pharmacy online.;10;;60;3
2093;take two and half tablets in the morning for two weekds then three tablets for two weeks then increas to 3.5 each morning (5mg)tabs;3;;24;3
869;I just take one 20 mg pill at night. Medical check-up once a year including lab tests.;8;;17;3
3668;I want to say it was 50 mg. doses taken up to 3 times a day. It was somewhat up to me when I needed to take it. Mostly for anxiety attacks.;9;;32;3
1248;i was prescribed 10mg of sotret once a day for 4 months in addition to being on orthotricylcen lo birth control pills as part of the pregnancy prevention program agreement. i was to undergo a monthly blood test and see my dermatologist to assess how my body was tolerating the drug and whether i was improving or not.;9;;58;3
4000;Surgery and rod implanted in my right leg, thigh to knee. It is also a long recovery and rehabilitation from walker to crutches and cane. I am taking calcium (Jarrow's Bone-up) twice daily, 50,000 units Vit D weekly, and will have a variety of tests regarding Niacin in about 2 weeks as a follow-up with my primary physician.;1;;58;3
3758;Take 2 pills orally daily and facial and body acne was reduced to very occasional mild acne.;10;;17;3
